"Opportunity Owner";"Opportunity Name";"Account Name";"City";"Stage";"Fiscal Period";"Amount Currency";"Amount";"Probability (%)";"Age";"Created Date";"Close Date";"Stage Duration";"Opportunity ID";"Agreed spots";"Country";"Dedicated Spots";"Lead Source";"Amount (converted) Currency";"Amount (converted)";"Fixed Fee Amount (Monthly) Currency";"Fixed Fee Amount (Monthly)";"Fixed Fee / Revenue Share";"GarageID";"Launch Date";"Total ParkBee Spots";"Location"
"Mitch Nijburg";"26921 - Turfsingel - Groningen";"Richard Klink";"Groningen";"Closed Won";"Q2-2018";"EUR";"38317,00";"100";"229,0000000000";"27-10-2017";"13-6-2018";"40,0000000000";"0065800000OvK9g";"";"NL";"No";"";"EUR";"38317,00";"EUR";"";"Revenue Share";"";"";"28";""
"Daniel Mens";"26875 - Burgemeester Stramanweg - Amsterdam";"NSI";"Amsterdam";"Closed Won";"Q4-2017";"EUR";"";"100";"18,0000000000";"22-9-2017";"10-10-2017";"305,0000000000";"0065800000N77pK";"30";"NL";"No";"";"EUR";"";"EUR";"";"Revenue Share";"";"27-10-2017";"30";""
"Ward Gilles";"26834 - Westerpark - Amsterdam";"Syntrus Achmea";"Amsterdam";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"24-1-2018";"1-1-2017";"181,0000000000";"0065800000VNrZp";"68";"NL";"No";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"68";""
"Mitch Nijburg";"26814 - Tiendplein - Rotterdam";"Rotterdam Municipality";"Rotterdam";"Closed Won";"Q4-2015";"EUR";"";"100";"0,0000000000";"11-8-2017";"1-12-2015";"347,0000000000";"0065800000LVX5q";"";"NL";"No";"Inbound Phone";"EUR";"";"EUR";"";"";"";"";"8";""
"Mitch Nijburg";"26876 - De Carpentierstraat A - Den Haag";"Egeria";"Den Haag";"Closed Won";"Q4-2017";"EUR";"50000,00";"100";"84,0000000000";"8-8-2017";"31-10-2017";"273,0000000000";"0065800000Kwni3";"25";"NL";"";"Cold Call";"EUR";"50000,00";"EUR";"";"Revenue Share";"";"1-10-2017";"25";"Laan van Nieuw Oost-Indie"
"Sarah Rijken";"26897 - Hengeveldstraat - Utrecht";"RTV Utrecht";"Utrecht";"Closed Won";"Q1-2018";"EUR";"27537,00";"100";"15,0000000000";"26-2-2018";"13-3-2018";"133,0000000000";"0065800000WzdfS";"28";"NL";"";"";"EUR";"27537,00";"EUR";"";"Revenue Share";"";"";"28";""
"Nick Scott-Jones";"18823 - Borough Station - Silvester St";"Dorrington Plc";"London";"Closed Won";"Q3-2017";"GBP";"";"100";"3,0000000000";"5-9-2017";"8-9-2017";"315,0000000000";"0065800000MS2d4";"";"UK";"Yes";"";"EUR";"";"GBP";"";"Revenue Share";"";"25-9-2017";"2";""
"Godfried Barnasconi";"26886 - Rochussenstraat - Rotterdam";"Rotterdam Municipality";"Rotterdam";"Closed Won";"Q4-2017";"EUR";"";"100";"0,0000000000";"29-11-2017";"22-11-2017";"237,0000000000";"0065800000RKbSl";"10";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"24-11-2017";"10";""
"Eelco Kienhuis";"26895 - Piusplein - Tilburg";"LaSalle Investment Management";"Tilburg";"Closed Won";"Q1-2018";"EUR";"37278,00";"100";"107,0000000000";"18-10-2017";"2-2-2018";"172,0000000000";"0065800000OaPYl";"45";"NL";"Yes";"";"EUR";"37278,00";"EUR";"";"Revenue Share";"";"21-2-2018";"56";""
"Mitch Nijburg";"26877 - Verbeekstraat - Leiden";"Nationale Vastgoed Groep";"Leiden";"Closed Won";"Q4-2017";"EUR";"10000,00";"100";"15,0000000000";"16-10-2017";"31-10-2017";"280,0000000000";"0065800000OZGwJ";"40";"NL";"";"";"EUR";"10000,00";"EUR";"";"Revenue Share";"";"27-10-2017";"70";""
"Eelco Kienhuis";"26892 - Eisenhowerlaan - Den Haag";"Xior Student Housing";"Den Haag";"Closed Won";"Q4-2017";"EUR";"35000,00";"100";"74,0000000000";"18-10-2017";"31-12-2017";"203,0000000000";"0065800000OaPam";"40";"NL";"";"";"EUR";"35000,00";"EUR";"";"Revenue Share";"";"12-1-2018";"40";""
"Eelco Kienhuis";"26854 - Delft Station - Delft";"Xior Student Housing";"Delft";"Closed Won";"Q4-2017";"EUR";"20000,00";"100";"14,0000000000";"17-10-2017";"31-10-2017";"216,0000000000";"0065800000OZsGJ";"";"NL";"";"";"EUR";"20000,00";"EUR";"";"Revenue Share";"";"21-12-2017";"16";""
"Ward Gilles";"26840 - Winthontlaan - Utrecht";"Nexus Real Estate";"Utrecht";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"25-1-2018";"1-1-2017";"180,0000000000";"0065800000VOCgK";"18";"NL";"No";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"18";""
"Ward Gilles";"26835 - Tilburg Centrum - Tilburg";"Alvast";"Tilburg";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"25-1-2018";"1-1-2017";"180,0000000000";"0065800000VOC8h";"18";"NL";"No";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"18";""
"Sarah Rijken";"26904 - Keizersgracht - Amsterdam";"NAFX Holding BV";"Amsterdam";"Closed Won";"Q2-2018";"EUR";"36363,00";"100";"31,0000000000";"2-3-2018";"2-4-2018";"112,0000000000";"0065800000XRDBg";"";"NL";"";"";"EUR";"36363,00";"EUR";"";"Revenue Share";"";"";"20";""
"Mitch Nijburg";"26901 - Tempelhofstraat - Amsterdam";"Tauro";"Amsterdam";"Closed Won";"Q1-2018";"EUR";"7810,00";"100";"18,0000000000";"5-3-2018";"23-3-2018";"123,0000000000";"0065800000XSXiR";"";"NL";"Yes";"";"EUR";"7810,00";"EUR";"";"Revenue Share";"";"";"5";""
"Jordy Cobelens";"26917 - Visseringlaan - Rijswijk";"Pescado Avenida B.V.";"Rijswijk";"Closed Won";"Q2-2018";"EUR";"27614,00";"100";"40,0000000000";"21-3-2018";"30-4-2018";"83,0000000000";"0065800000Y40Af";"";"NL";"No";"";"EUR";"27614,00";"EUR";"";"Revenue Share";"";"";"115";""
"Mitch Nijburg";"26905 - Ariënsplein - Enschede";"Kleine Snuverink Vastgoed";"Enschede";"Closed Won";"Q1-2018";"EUR";"9422,00";"100";"9,0000000000";"22-3-2018";"31-3-2018";"111,0000000000";"0065800000Y4Fj9";"";"NL";"No";"";"EUR";"9422,00";"EUR";"";"Revenue Share";"";"";"25";""
"Alex Murden";"18836 - West India Quay - Hertsmere Rd";"Indigo Car Parks";"London";"Closed Won";"Q1-2018";"GBP";"54688,00";"100";"14,0000000000";"16-3-2018";"30-3-2018";"130,0000000000";"0065800000Y36lt";"30";"UK";"No";"";"EUR";"64338,82";"GBP";"";"Revenue Share";"";"";"30";""
"Sarah Rijken";"26913 - De Koepel - Haarlem";"Stichting Panopticon";"Haarlem";"Closed Won";"Q2-2018";"EUR";"112965,00";"100";"24,0000000000";"10-4-2018";"4-5-2018";"81,0000000000";"0065800000ZCVLh";"";"NL";"No";"";"EUR";"112965,00";"EUR";"";"Revenue Share";"";"";"45";""
"Adrian Thomas";"18842 - Newport - Crown Building";"AdHoc Property Management";"Newport";"Closed Won";"Q2-2018";"GBP";"8250,00";"100";"78,0000000000";"13-4-2018";"30-6-2018";"25,0000000000";"0065800000ZD2AF";"";"UK";"No";"";"EUR";"9705,88";"GBP";"";"Revenue Share";"";"";"50";""
"Mitch Nijburg";"26918 - Snoekstraat - Den Haag";"Wolf Huisvestingsgroep";"Den Haag";"Closed Won";"Q2-2018";"EUR";"107331,00";"100";"52,0000000000";"9-4-2018";"31-5-2018";"53,0000000000";"0065800000ZC7L9";"";"NL";"No";"";"EUR";"107331,00";"EUR";"";"Fixed Fee (Guaranteed Income)";"";"";"40";""
"Mitch Nijburg";"26916 - Hilton Apollolaan - Amsterdam";"Hilton International Nederland BV";"Amsterdam";"Closed Won";"Q2-2018";"EUR";"83678,00";"100";"34,0000000000";"11-4-2018";"15-5-2018";"70,0000000000";"0065800000ZCcUF";"";"NL";"No";"";"EUR";"83678,00";"EUR";"";"Revenue Share";"";"";"25";""
"Adrian Thomas";"18831 - Brixton - Somerleyton Rd";"London Borough of Lambeth";"London";"Closed Won";"Q4-2017";"GBP";"36504,00";"100";"2,0000000000";"4-12-2017";"6-12-2017";"230,0000000000";"0065800000RL9Nd";"25";"UK";"No";"";"EUR";"42945,88";"GBP";"800,00";"Fixed Fee (Guaranteed Income)";"173";"21-12-2017";"25";""
"Nick Scott-Jones";"18807 - Edgware - Forumside Road";"British Telecoms (BT)";"London";"Closed Won";"Q4-2016";"GBP";"27145,00";"100";"4,0000000000";"7-11-2016";"11-11-2016";"509,0000000000";"00658000009fzRw";"20";"UK";"No";"Inbound Phone";"EUR";"31935,29";"GBP";"";"Revenue Share";"124";"2-4-2018";"20";"Edgeware"
"Mitch Nijburg";"26910 - Koninginnegracht B - Den Haag";"Zinc Real Estate";"Den Haag";"Closed Won";"Q2-2018";"EUR";"29008,00";"100";"7,0000000000";"23-4-2018";"30-4-2018";"90,0000000000";"0065800000ZEH6S";"";"NL";"No";"";"EUR";"29008,00";"EUR";"";"Revenue Share";"";"";"10";""
"Mitch Nijburg";"26909 - Oosterhamrikkade - Groningen";"Xior Student Housing";"Groningen";"Closed Won";"Q2-2018";"EUR";"21053,00";"100";"0,0000000000";"18-4-2018";"18-4-2018";"97,0000000000";"0065800000ZDuHN";"";"NL";"No";"";"EUR";"21053,00";"EUR";"";"Revenue Share";"";"";"30";""
"Nick Scott-Jones";"18806 - Bermondsey - Southwark Park Road";"Global Guardians";"London";"Closed Won";"Q1-2017";"GBP";"32000,00";"100";"22,0000000000";"9-1-2017";"31-1-2017";"509,0000000000";"0065800000BleC7";"15";"UK";"No";"Networking / Event";"EUR";"37647,06";"GBP";"";"Revenue Share";"123";"1-5-2017";"15";"345 Southwark Park Road"
"Nick Scott-Jones";"18825 - Chelsea Cloisters - Sloane Av";"Chelsea Cloisters";"London";"Closed Won";"Q1-2017";"GBP";"117760,00";"100";"25,0000000000";"3-2-2017";"28-2-2017";"232,0000000000";"0065800000Co1b4";"15";"UK";"No";"Inbound Phone";"EUR";"138541,18";"GBP";"4500,00";"Fixed Fee (Guaranteed Income)";"157";"1-12-2017";"15";"Sloane Avenue, South Kensington, London SW3 3DW"
"Mitch Nijburg";"26848 - Hullenbergweg A - Amsterdam";"AllFixed";"Amsterdam";"Closed Won";"Q1-2017";"EUR";"57183,00";"100";"0,0000000000";"10-2-2017";"9-1-2017";"529,0000000000";"0065800000CpsCN";"";"NL";"No";"N/A";"EUR";"57183,00";"EUR";"";"";"";"";"30";"Karspeldreef 14"
"Jordy Cobelens";"26856 - Diemen Zuid - Diemen";"Greystar";"Diemen";"Closed Won";"Q1-2017";"EUR";"10000,00";"100";"19,0000000000";"9-2-2017";"28-2-2017";"477,0000000000";"0065800000CpXkR";"";"NL";"No";"Networking / Event";"EUR";"10000,00";"EUR";"";"Revenue Share";"";"";"75";"Dalsteindreef 2002"
"Mitch Nijburg";"26851 - Den Bosch station - Den Bosch";"Van Lanschot Bankiers";"'s-Hertogenbosch";"Closed Won";"Q1-2017";"EUR";"40855,00";"100";"0,0000000000";"10-2-2017";"3-2-2017";"529,0000000000";"0065800000CpsC8";"";"NL";"No";"Existing Client Referral";"EUR";"40855,00";"EUR";"";"";"";"";"50";"Leonardo Davinci Plein - Den Bosch"
"Mitch Nijburg";"26894 - Tripolis - Amsterdam";"Flow Real Estate";"Amsterdam";"Closed Won";"Q1-2018";"EUR";"82645,00";"100";"77,0000000000";"15-11-2017";"31-1-2018";"169,0000000000";"0065800000QUEjv";"50";"NL";"No";"";"EUR";"82645,00";"EUR";"";"Revenue Share";"198";"16-2-2018";"50";""
"Nick Scott-Jones";"18829 - Westminster - Abbey Orchard St";"Residential Land";"London";"Closed Won";"Q4-2017";"GBP";"30000,00";"100";"14,0000000000";"16-11-2017";"30-11-2017";"196,0000000000";"0065800000QUZKh";"5";"UK";"Yes";"";"EUR";"35294,12";"GBP";"1225,00";"Fixed Fee (Guaranteed Income)";"163";"12-1-2018";"5";""
"Mitch Nijburg";"26898 - Oudlaan - Utrecht";"Xior Student Housing";"Utrecht";"Closed Won";"Q1-2018";"EUR";"42991,00";"100";"112,0000000000";"27-11-2017";"19-3-2018";"127,0000000000";"0065800000RKH04";"50";"NL";"No";"";"EUR";"42991,00";"EUR";"";"Revenue Share";"";"";"50";""
"Adrian Thomas";"18828 - Tottenham Court Road - Adeline Pl";"Quick Parking";"London";"Closed Won";"Q1-2017";"GBP";"";"100";"26,0000000000";"5-1-2017";"31-1-2017";"235,0000000000";"0065800000BPAMP";"15";"UK";"No";"Spotting / Bike Tours";"EUR";"";"GBP";"3450,00";"Fixed Fee (Guaranteed Income)";"164";"1-12-2017";"15";"112 Great Russell Street"
"Nick Scott-Jones";"18804 - Putney - Upper Richmond Road";"Putney Business Centre";"London";"Closed Won";"Q1-2017";"GBP";"10000,00";"100";"8,0000000000";"26-1-2017";"3-2-2017";"536,0000000000";"0065800000Cm7O1";"10";"UK";"No";"Cold Call";"EUR";"11764,71";"GBP";"";"Revenue Share";"121";"16-3-2017";"10";"70 Upper Richmond Road"
"Mitch Nijburg";"26922 - Barkmolenstraat - Groningen";"Griffe C.V.";"Groningen";"Closed Won";"Q2-2018";"EUR";"9357,00";"100";"137,0000000000";"26-1-2018";"12-6-2018";"42,0000000000";"0065800000VOrQM";"";"NL";"No";"";"EUR";"9357,00";"EUR";"";"Revenue Share";"";"";"30";""
"Eelco Kienhuis";"26868 - Schiestraat - Rotterdam";"De Persgroep Nederland";"Rotterdam";"Closed Won";"Q1-2017";"EUR";"35000,00";"100";"27,0000000000";"28-2-2017";"27-3-2017";"484,0000000000";"0065800000DitQ9";"";"NL";"No";"Inbound Website";"EUR";"35000,00";"EUR";"";"";"";"";"60";"Schiestraat 16"
"Mitch Nijburg";"26857 - Prins Alexanderplein - Rotterdam";"Cromwell Property Group";"Rotterdam";"Closed Won";"Q1-2017";"EUR";"23622,00";"100";"10,0000000000";"28-2-2017";"10-3-2017";"446,0000000000";"0065800000DitJS";"";"NL";"No";"Increasing Portfolio";"EUR";"23622,00";"EUR";"";"";"";"";"80";"Prins Alexanderplein 6-22"
"Eelco Kienhuis";"26869 - De Wittenkade - Amsterdam";"Rochdale";"Amsterdam";"Closed Won";"Q2-2017";"EUR";"25000,00";"100";"76,0000000000";"28-2-2017";"15-5-2017";"411,0000000000";"0065800000Diu7E";"";"NL";"No";"Networking / Event";"EUR";"25000,00";"EUR";"";"Revenue Share";"";"1-11-2017";"16";"De Wittekade"
"Eelco Kienhuis";"26883 - Hilton Schiphol - Schiphol";"Hilton Worldwide";"Schiphol";"Closed Won";"Q4-2017";"EUR";"48100,00";"100";"253,0000000000";"28-2-2017";"8-11-2017";"258,0000000000";"0065800000Diseu";"25";"NL";"No";"Networking / Event";"EUR";"48100,00";"EUR";"";"Revenue Share";"";"1-12-2017";"25";"Schiphol Boulevard 701"
"Eelco Kienhuis";"26870 - Van Beuningenstraat - Amsterdam";"Rochdale";"Amsterdam";"Closed Won";"Q2-2017";"EUR";"25000,00";"100";"72,0000000000";"28-2-2017";"11-5-2017";"411,0000000000";"0065800000Diu7n";"";"NL";"No";"Networking / Event";"EUR";"25000,00";"EUR";"";"Revenue Share";"";"1-11-2017";"16";"Van Beuingenstraat"
"Eelco Kienhuis";"26872 - Dynamostraat - Rotterdam";"Arcona Capital";"Rotterdam";"Closed Won";"Q1-2017";"EUR";"29000,00";"100";"31,0000000000";"28-2-2017";"31-3-2017";"428,0000000000";"0065800000DitsL";"";"NL";"No";"Inbound Website";"EUR";"29000,00";"EUR";"";"";"";"9-11-2017";"25";"Dynamostraat 16-22"
"Mitch Nijburg";"26873 - Amstelgebouw - Amsterdam";"Barings";"Amsterdam";"Closed Won";"Q1-2017";"EUR";"117741,00";"100";"10,0000000000";"28-2-2017";"10-3-2017";"347,0000000000";"0065800000Disgv";"74";"NL";"Yes";"Increasing Portfolio";"EUR";"117741,00";"EUR";"11000,00";"Fixed Fee (Guaranteed Income)";"";"24-8-2017";"74";"Prins Bernardplein 200"
"Daniel Mens";"26888 - Prins Alexanderplein B - Rotterdam";"Cromwell Property Group";"Rotterdam";"Closed Won";"Q4-2017";"EUR";"62500,00";"100";"293,0000000000";"28-2-2017";"18-12-2017";"218,0000000000";"0065800000DitL4";"50";"NL";"No";"Increasing Portfolio";"EUR";"62500,00";"EUR";"";"Revenue Share";"";"15-12-2017";"113";"Prins Alexanderplein 25-36"
"Eelco Kienhuis";"26850 - Rotterdam Airport - Rotterdam";"WorldHotel Wings";"Rotterdam";"Closed Won";"Q1-2017";"EUR";"30000,00";"100";"31,0000000000";"28-2-2017";"31-3-2017";"446,0000000000";"0065800000DiukD";"";"NL";"No";"Inbound Website";"EUR";"30000,00";"EUR";"";"";"";"";"25";"Rotterdam Airportplein 55"
"Eelco Kienhuis";"26884 - Mauritsstraat / Schouwburgplein - Rotterdam";"Bouwfonds";"Rotterdam";"Closed Won";"Q4-2017";"EUR";"28000,00";"100";"258,0000000000";"28-2-2017";"13-11-2017";"253,0000000000";"0065800000DitTm";"65";"NL";"No";"Existing Client Referral";"EUR";"28000,00";"EUR";"";"Revenue Share";"";"29-11-2017";"30";"Schouwburgplein 30-34"
"Eelco Kienhuis";"26861 - Hotel CASA - Amsterdam";"Hotel Casa Amsterdam";"Amsterdam";"Closed Won";"Q1-2017";"EUR";"30000,00";"100";"15,0000000000";"28-2-2017";"15-3-2017";"442,0000000000";"0065800000DitAT";"";"NL";"";"Cold Call";"EUR";"30000,00";"EUR";"";"";"";"";"15";"Eerste Ringdijkstraat 4"
"Eelco Kienhuis";"26871 - Van Limburg Stirumstraat - Amsterdam";"Rochdale";"Amsterdam";"Closed Won";"Q2-2017";"EUR";"25000,00";"100";"72,0000000000";"28-2-2017";"11-5-2017";"411,0000000000";"0065800000Diu8d";"";"NL";"No";"Networking / Event";"EUR";"25000,00";"EUR";"";"";"";"1-8-2017";"16";"Van Hogendorpstraat"
"Eelco Kienhuis";"26891 - Baljéestraat - Leeuwarden";"Waarborg Vastgoed";"Leeuwarden";"Closed Won";"Q4-2017";"EUR";"48000,00";"100";"21,0000000000";"27-11-2017";"18-12-2017";"197,0000000000";"0065800000RKFzF";"40";"NL";"No";"";"EUR";"48000,00";"EUR";"";"Revenue Share";"";"4-1-2018";"40";""
"Jordy Cobelens";"26911 - Utrechtsepoort - Amersfoort";"BPD";"Amersfoort";"Closed Won";"Q2-2018";"EUR";"41000,00";"100";"108,0000000000";"12-1-2018";"30-4-2018";"82,0000000000";"0065800000UXPyK";"";"NL";"No";"";"EUR";"41000,00";"EUR";"";"Revenue Share";"";"";"75";""
"Daniel Mens";"26828 - Groningen Station - Groningen";"CK Capital Partners";"Groningen";"Closed Won";"Q1-2017";"EUR";"100000,00";"100";"0,0000000000";"23-1-2018";"1-1-2017";"182,0000000000";"0065800000V2BLI";"";"NL";"No";"";"EUR";"100000,00";"EUR";"";"Revenue Share";"";"";"25";""
"Jordy Cobelens";"26846 - Leiden Centraal - Leiden";"NSI";"Leiden";"Closed Won";"Q4-2016";"EUR";"";"100";"0,0000000000";"24-1-2018";"15-11-2016";"181,0000000000";"0065800000VNmx4";"";"NL";"Yes";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"43";""
"Jordy Cobelens";"26841 - Weg der verenigde naties - Utrecht";"NSI";"Utrecht";"Closed Won";"Q4-2016";"EUR";"";"100";"0,0000000000";"24-1-2018";"15-11-2016";"181,0000000000";"0065800000VNml3";"";"NL";"No";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"82";""
"Ward Gilles";"26825 - Witte de With - Rotterdam";"NSI";"Rotterdam";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"24-1-2018";"1-1-2017";"181,0000000000";"0065800000VNoLt";"20";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"25";""
"Ward Gilles";"26830 - Lange Voorhout - Den Haag";"ANNA Vastgoed & Cultuur";"Den Haag";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"24-1-2018";"1-1-2017";"181,0000000000";"0065800000VNoSu";"15";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"15";""
"Mitch Nijburg";"26826 - Almere Centrum - Almere";"Almere Wisselweg 1 BV";"Almere";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"24-1-2018";"1-1-2017";"181,0000000000";"0065800000VNoQj";"58";"NL";"Yes";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"58";""
"Mitch Nijburg";"26823 - Eendrachtskanaal - Groningen";"Farraig C.V.";"Groningen";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"24-1-2018";"1-1-2017";"181,0000000000";"0065800000VNn1z";"30";"NL";"Yes";"";"EUR";"";"EUR";"0,00";"Revenue Share";"";"1-12-2017";"30";""
"Sarah Rijken";"26847 - Zuidas - Amsterdam";"Bouwinvest";"Amsterdam";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"24-1-2018";"1-1-2017";"181,0000000000";"0065800000VNmqh";"37";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"36";""
"Sarah Rijken";"26849 - Trekvlietplein - Den Haag";"AllFixed";"Den Haag";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"24-1-2018";"1-1-2017";"181,0000000000";"0065800000VNnCn";"50";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"50";""
"Jordy Cobelens";"26844 - Vasteland - Rotterdam";"NSI";"Rotterdam";"Closed Won";"Q4-2016";"EUR";"";"100";"0,0000000000";"24-1-2018";"15-11-2016";"181,0000000000";"0065800000VNmr6";"";"NL";"No";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"25";""
"Mitch Nijburg";"26915 - Hennekijnstraat - Rotterdam";"Urban Residences";"Rotterdam";"Closed Won";"Q2-2018";"EUR";"11157,00";"100";"17,0000000000";"7-5-2018";"24-5-2018";"61,0000000000";"0065800000bRkao";"";"NL";"No";"";"EUR";"11157,00";"EUR";"";"Revenue Share";"";"";"5";""
"Mitch Nijburg";"26914 - Bronovolaan - Den Haag";"Camelot Vastgoed Beheer";"Den Haag";"Closed Won";"Q2-2018";"EUR";"35089,00";"100";"1,0000000000";"7-5-2018";"8-5-2018";"77,0000000000";"0065800000bRkdO";"";"NL";"No";"";"EUR";"35089,00";"EUR";"";"Revenue Share";"";"";"40";""
"Alex Murden";"18815 - Fulham - Cavaye Place";"Vacant Space Management";"London";"Closed Won";"Q2-2018";"GBP";"31250,00";"100";"0,0000000000";"8-5-2018";"4-5-2018";"77,0000000000";"0065800000bSXuX";"10";"UK";"No";"";"EUR";"36764,71";"GBP";"875,00";"Fixed Fee (Guaranteed Income)";"220";"16-5-2018";"11";""
"Nick Scott-Jones";"18838 - Angel - Upper St";"The Business Design Centre";"London";"Closed Won";"Q1-2018";"GBP";"62000,00";"100";"409,0000000000";"6-2-2017";"22-3-2018";"133,0000000000";"0065800000CocDm";"20";"UK";"No";"Inbound Phone";"EUR";"72941,18";"GBP";"3468,00";"Fixed Fee (Guaranteed Income)";"205";"27-3-2018";"20";"52 Upper Street"
"Mitch Nijburg";"26822 - Sloterdijk - Amsterdam";"White Star Holland";"Amsterdam";"Closed Won";"Q1-2016";"EUR";"";"100";"0,0000000000";"23-8-2017";"1-1-2016";"335,0000000000";"0065800000LYmHG";"";"NL";"";"";"EUR";"";"EUR";"";"";"";"";"20";""
"Alex Murden";"18837 - Brighton - Regency Mews";"Regency Secure Parking";"Brighton";"Closed Won";"Q1-2018";"GBP";"10000,00";"100";"374,0000000000";"13-2-2017";"22-2-2018";"152,0000000000";"0065800000DFcNd";"5";"UK";"No";"";"EUR";"11764,71";"GBP";"";"Revenue Share";"204";"19-3-2018";"5";"1 Regency Mews"
"Eelco Kienhuis";"26862 - Heemstede CS - Heemstede";"UMB Group";"Heemstede";"Closed Won";"Q1-2017";"EUR";"15000,00";"100";"25,0000000000";"6-3-2017";"31-3-2017";"432,0000000000";"0065800000DkRdR";"";"NL";"Yes";"Inbound Website";"EUR";"15000,00";"EUR";"";"";"";"";"15";"Leidsevaartweg 90"
"Eelco Kienhuis";"26852 - Wielingenstraat - Amsterdam";"CBRE Global Investors (NL)";"Amsterdam";"Closed Won";"Q1-2017";"EUR";"";"100";"0,0000000000";"3-3-2017";"3-3-2017";"508,0000000000";"0065800000Djgfc";"";"NL";"";"Existing Client Referral";"EUR";"";"EUR";"";"";"";"";"";"Wielingenstraat"
"Nick Scott-Jones";"18811 - Farnborough FC - Wren Way";"Farnborough Football Club";"Farnborough";"Closed Won";"Q2-2017";"GBP";"";"100";"8,0000000000";"5-4-2017";"13-4-2017";"467,0000000000";"0065800000FkesQ";"40";"UK";"No";"Cold Call";"EUR";"";"GBP";"";"Revenue Share";"129";"6-9-2017";"40";"Cherrywood Road Farnborough GU14 8UD"
"Nick Scott-Jones";"18814 - Hastings - Middle Street";"British Telecoms (BT)";"Hastings";"Closed Won";"Q2-2017";"GBP";"11000,00";"100";"56,0000000000";"5-4-2017";"31-5-2017";"362,0000000000";"0065800000FkfOh";"5";"UK";"No";"Existing Client Referral";"EUR";"12941,18";"GBP";"";"Revenue Share";"143";"17-8-2017";"5";"(TBC >) 24 Middle Street"
"Adrian Thomas";"GreyStar - Sutton Point (London, SM1)";"Greystar Holdings Europe Ltd";"London";"Closed Won";"Q2-2018";"GBP";"38063,00";"100";"43,0000000000";"18-5-2018";"30-6-2018";"4,0000000000";"0065800000cA6MP";"";"UK";"No";"";"EUR";"44780,00";"GBP";"";"Revenue Share";"";"";"67";""
"James Shrimpton";"18805 - Mayfair - Park Lane";"Indigo Car Parks";"London";"Closed Won";"Q2-2018";"GBP";"105000,00";"100";"0,0000000000";"29-5-2018";"25-5-2018";"56,0000000000";"0065800000cnrkK";"";"UK";"";"";"EUR";"123529,41";"GBP";"";"Revenue Share";"228";"11-6-2018";"30";""
"Mitch Nijburg";"26920 - Lissabonstraat - Groningen";"O.K. Allround Vastgoed V C.V.";"Groningen";"Closed Won";"Q2-2018";"EUR";"15205,00";"100";"137,0000000000";"26-1-2018";"12-6-2018";"42,0000000000";"0065800000VOsRt";"";"NL";"";"";"EUR";"15205,00";"EUR";"";"Revenue Share";"";"";"25";""
"Adrian Thomas";"18826 - Borough - Cole St";"CAN Mezzanine";"London";"Closed Won";"Q4-2017";"GBP";"54756,00";"100";"263,0000000000";"20-3-2017";"8-12-2017";"225,0000000000";"0065800000FBgkG";"";"UK";"Yes";"Spotting / Bike Tours";"EUR";"64418,82";"GBP";"1500,00";"Fixed Fee (Guaranteed Income)";"158";"3-12-2017";"15";"7-14 Great Dover St, London SE1 4YR"
"Nick Scott-Jones";"18824 - Imperial Wharf - Chelsea Harbour";"Chelsea Harbour Property Management Ltd";"London";"Closed Won";"Q1-2018";"GBP";"50000,00";"100";"311,0000000000";"20-3-2017";"25-1-2018";"180,0000000000";"0065800000FBhlz";"10";"UK";"Yes";"Cold Call";"EUR";"58823,53";"GBP";"";"Revenue Share";"196";"7-2-2018";"20";"Chelsea Harbour Drive , Fulham, London SW10 0XG"
"Adrian Thomas";"18818 - Heathrow - Bath Road";"Regus";"Heathrow";"Closed Won";"Q2-2017";"GBP";"";"100";"76,0000000000";"13-4-2017";"28-6-2017";"384,0000000000";"0065800000FoEjK";"20";"UK";"No";"Cold Call";"EUR";"";"GBP";"";"Revenue Share";"136";"28-7-2017";"20";"450 Bath Road, Longford, Heathrow, Longford UB7 0EB"
